timestamp,downlink_rolled_mbps_3,uplink_rolled_mbps_3,downlink_rolled_mbps_4,uplink_rolled_mbps_4,downlink_rolled_mbps_2,uplink_rolled_mbps_2,sw_power_baseline,avg_power_baseline,nr_ssRsrp_avg,rsrp,nr_ssRsrp,nr_ssSinr,rsrp_avg,nrStatus,nr_ssSinr_avg,provider,direction,radio_type_used,sw_power_rolled,avg_power_rolled,avg_power,sw_power,downlink_mbps,uplink_mbps,Throughput
1/23/21 12:18,104.263488,0.281248,105.95488,0.266992,104.760528,0.315664,2015.725541,2235.383905,-90.9,-90,-90,7,-90.9,CONNECTED,3.4,TMobile,downlink,NSA+LTE,4399.695253,4619.353617,4618.24891,4475.3856,103.059104,0.315584,76.1
1/24/21 18:27,0,0.01152,0,0.01152,4.00E-12,1.16E-13,153.582873,370.443093,-90.3,-90,-90,0,-90.3,CONNECTED,0,TMobile,uplink,NSA+LTE,2588.88422,2805.74444,2804.41572,2505.1968,0,0,0
1/24/21 18:32,0.331413333,27.406304,0.348608,27.999528,0.21112,20.719056,2144.097643,2803.372345,-90.6,-90,-90,29,-90.6,CONNECTED,27.5,TMobile,uplink,NSA+LTE,4579.39899,5238.673692,5239.50646,3994.92,0.002912,5.265312,22
1/24/21 13:56,0.525194667,60.378976,0.572568,64.6046,0.46664,55.27256,2399.127706,2797.7871,-90.1,-90,-90,0,-90.1,CONNECTED,-0.1,TMobile,uplink,NSA+LTE,4740.5253,5139.184694,5138.36662,4704.608,0.416,54.096544,42
1/24/21 13:56,0.627882667,69.62328533,0.639168,65.12344,0.590512,69.329872,2314.898846,3101.246219,-92.7,-90,-90,0,-92.7,CONNECTED,-0.9,TMobile,uplink,NSA+LTE,4656.29644,5442.643813,5442.337788,4959.1928,0.595712,69.669088,58.7
1/24/21 13:56,0.550762667,66.316256,0.588728,67.28972,0.533488,64.979056,2331.685066,3099.438656,-90,-90,-90,0,-90,CONNECTED,-0.1,TMobile,uplink,NSA+LTE,4673.08266,5440.83625,5440.86356,4669.9934,0.471264,60.289024,53.5
1/24/21 13:57,0.481429333,63.94919467,0.5074,65.20956,0.424288,61.089248,2315.084946,2657.088656,-90.3,-90,-90,2,-90.3,CONNECTED,-0.7,TMobile,uplink,NSA+LTE,4656.48254,4998.48625,4998.35688,4755.5994,0.377312,61.889472,69.2
1/24/21 13:57,0.428042667,61.63973333,0.46996,63.647072,0.406432,62.315088,2273.324106,2624.934692,-92.7,-90,-90,2,-92.7,CONNECTED,1.7,TMobile,uplink,NSA+LTE,4614.7217,4966.332286,4966.71162,4343.574,0.435552,62.740704,55.6
1/24/21 13:57,0.415808,61.85018667,0.429672,61.459896,0.435056,61.830544,2255.049086,2535.34497,-90.2,-90,-90,0,-90.2,CONNECTED,-0.9,TMobile,uplink,NSA+LTE,4596.44668,4876.742564,4875.78668,4386.0048,0.43456,60.920384,66.1
1/24/21 13:57,0.491189333,63.28957867,0.46272,62.939552,0.519008,63.564016,2280.321466,2583.38906,-91.8,-90,-90,3,-91.8,CONNECTED,0.3,TMobile,uplink,NSA+LTE,4621.71906,4924.786654,4925.58176,4608.9526,0.603456,66.207648,66.1
